pattern,source_r,source_g,source_b,source_hex,pixel_count,flank_weight,markings_weight
pattern_1,0,0,255,#0000FF,163453,0.99844916,0.00155084
pattern_1,0,1,255,#0001FF,127104,0.99846451,0.00153549
pattern_1,0,2,255,#0002FF,384,0.99847987,0.00152013
pattern_1,0,4,255,#0004FF,6709,0.99851058,0.00148942
pattern_1,0,8,255,#0008FF,211,0.998572,0.001428
pattern_1,0,12,247,#000CF7,1,0.99986181,0.00013819
pattern_1,0,12,255,#000CFF,341,0.99863342,0.00136658
pattern_1,0,16,255,#0010FF,375,0.99869484,0.00130516
pattern_1,0,20,255,#0014FF,231,0.99875626,0.00124374
pattern_1,0,24,255,#0018FF,231,0.99881768,0.00118232
pattern_1,0,26,255,#001AFF,7,0.99884839,0.00115161
pattern_1,0,28,255,#001CFF,213,0.9988791,0.0011209
pattern_1,0,32,255,#0020FF,183,0.99894052,0.00105948
pattern_1,0,36,255,#0024FF,111,0.99900193,0.00099807
pattern_1,0,37,255,#0025FF,1,0.99901729,0.00098271
pattern_1,0,38,255,#0026FF,31,0.99903264,0.00096736
pattern_1,0,39,255,#0027FF,1,0.999048,0.000952
pattern_1,0,40,255,#0028FF,193,0.99906335,0.00093665
pattern_1,0,42,255,#002AFF,26,0.99909406,0.00090594
pattern_1,0,43,255,#002BFF,3,0.99910942,0.00089058
pattern_1,0,44,255,#002CFF,172,0.99912477,0.00087523
pattern_1,0,46,255,#002EFF,1,0.99915548,0.00084452
pattern_1,0,47,255,#002FFF,6,0.99917084,0.00082916
pattern_1,0,48,255,#0030FF,55,0.99918619,0.00081381
pattern_1,0,50,255,#0032FF,4,0.9992169,0.0007831
pattern_1,0,51,252,#0033FC,1,0.9996929,0.0003071
pattern_1,0,51,255,#0033FF,3,0.99923226,0.00076774
pattern_1,0,52,255,#0034FF,132,0.99924761,0.00075239
pattern_1,0,54,252,#0036FC,1,0.99973897,0.00026103
pattern_1,0,54,255,#0036FF,2,0.99927832,0.00072168
pattern_1,0,55,252,#0037FC,11,0.99975432,0.00024568
pattern_1,0,55,255,#0037FF,1,0.99929368,0.00070632
pattern_1,0,56,252,#0038FC,8,0.99976968,0.00023032
pattern_1,0,56,255,#0038FF,83,0.99930903,0.00069097
pattern_1,0,58,252,#003AFC,5,0.99980039,0.00019961
pattern_1,0,58,255,#003AFF,47,0.99933974,0.00066026
pattern_1,0,59,252,#003BFC,19,0.99981574,0.00018426
pattern_1,0,60,252,#003CFC,10,0.9998311,0.0001689
pattern_1,0,60,255,#003CFF,79,0.99937045,0.00062955
pattern_1,0,62,252,#003EFC,2,0.99986181,0.00013819
pattern_1,0,62,255,#003EFF,3,0.99940116,0.00059884
pattern_1,0,63,252,#003FFC,22,0.99987716,0.00012284
pattern_1,0,64,255,#0040FF,7,0.99943187,0.00056813
pattern_1,0,65,252,#0041FC,21,0.99990787,9.213e-05
pattern_1,0,65,255,#0041FF,29,0.99944723,0.00055277
pattern_1,0,66,252,#0042FC,4,0.99992323,7.677e-05
pattern_1,0,67,252,#0043FC,4,0.99993858,6.142e-05
pattern_1,0,68,255,#0044FF,16,0.99949329,0.00050671
pattern_1,0,69,252,#0045FC,44,0.99996929,3.071e-05
pattern_1,0,69,255,#0045FF,88,0.99950864,0.00049136
pattern_1,0,70,252,#0046FC,20,0.99998465,1.535e-05
pattern_1,0,71,252,#0047FC,53,1.0,0.0
pattern_1,0,71,255,#0047FF,2,0.99953935,0.00046065
pattern_1,0,72,255,#0048FF,5,0.99955471,0.00044529
pattern_1,0,73,255,#0049FF,138,0.99957006,0.00042994
pattern_1,0,75,255,#004BFF,8,0.99960077,0.00039923
pattern_1,0,77,255,#004DFF,84,0.99963148,0.00036852
pattern_1,0,80,255,#0050FF,3,0.99967755,0.00032245
pattern_1,0,81,255,#0051FF,55,0.9996929,0.0003071
pattern_1,0,83,255,#0053FF,3,0.99972361,0.00027639
pattern_1,0,84,255,#0054FF,5,0.99973897,0.00026103
pattern_1,0,85,255,#0055FF,37,0.99975432,0.00024568
pattern_1,0,86,255,#0056FF,1,0.99976968,0.00023032
pattern_1,0,87,255,#0057FF,8,0.99978503,0.00021497
pattern_1,4,56,255,#0438FF,5,0.98364708,0.01635292
pattern_1,5,60,252,#053CFC,7,0.98025366,0.01974634
pattern_1,5,63,252,#053FFC,3,0.98029973,0.01970027
pattern_1,5,81,252,#0551FC,1,0.98057611,0.01942389
pattern_1,5,82,252,#0552FC,5,0.98059147,0.01940853
pattern_1,8,0,181,#0800B5,1,0.97848785,0.02151215
pattern_1,8,0,198,#0800C6,3,0.97587753,0.02412247
pattern_1,8,0,247,#0800F7,12,0.96835365,0.03164635
pattern_1,8,0,255,#0800FF,14252,0.96712526,0.03287474
pattern_1,8,4,255,#0804FF,109,0.96718669,0.03281331
pattern_1,8,8,255,#0808FF,5,0.9672481,0.0327519
pattern_1,8,16,255,#0810FF,8,0.96737094,0.03262906
pattern_1,8,20,255,#0814FF,11,0.96743236,0.03256764
pattern_1,8,24,255,#0818FF,15,0.96749378,0.03250622
pattern_1,8,28,255,#081CFF,75,0.9675552,0.0324448
pattern_1,8,32,214,#0820D6,6,0.97391211,0.02608789
pattern_1,8,36,255,#0824FF,12,0.96767804,0.03232196
pattern_1,8,40,255,#0828FF,13,0.96773946,0.03226054
pattern_1,8,44,255,#082CFF,5,0.96780088,0.03219912
pattern_1,8,52,255,#0834FF,7,0.96792372,0.03207628
pattern_1,8,60,255,#083CFF,12,0.96804656,0.03195344
pattern_1,8,65,255,#0841FF,10,0.96812333,0.03187667
pattern_1,8,69,255,#0845FF,10,0.96818475,0.03181525
pattern_1,8,73,255,#0849FF,24,0.96824617,0.03175383
pattern_1,8,77,255,#084DFF,12,0.96830759,0.03169241
pattern_1,8,78,252,#084EFC,1,0.96878359,0.03121641
pattern_1,8,81,255,#0851FF,4,0.96836901,0.03163099
pattern_1,8,85,255,#0855FF,12,0.96843043,0.03156957
pattern_1,10,56,252,#0A38FC,1,0.96061481,0.03938519
pattern_1,10,81,252,#0A51FC,2,0.96099868,0.03900132
pattern_1,10,82,249,#0A52F9,1,0.96147468,0.03852532
pattern_1,10,82,252,#0A52FC,2,0.96101404,0.03898596
pattern_1,10,85,249,#0A55F9,1,0.96152074,0.03847926
pattern_1,10,85,252,#0A55FC,2,0.9610601,0.0389399
pattern_1,11,0,255,#0B00FF,4,0.9553788,0.0446212
pattern_1,12,0,255,#0C00FF,8,0.95146332,0.04853668
pattern_1,12,69,255,#0C45FF,1,0.9525228,0.0474772
pattern_1,12,73,255,#0C49FF,2,0.95258422,0.04741578
pattern_1,12,83,251,#0C53FB,1,0.95335196,0.04664804
pattern_1,13,0,255,#0D00FF,9,0.94754783,0.05245217
pattern_1,13,44,255,#0D2CFF,1,0.94822345,0.05177655
pattern_1,13,51,252,#0D33FC,2,0.94879157,0.05120843
pattern_1,13,66,252,#0D42FC,1,0.94902189,0.05097811
pattern_1,13,77,252,#0D4DFC,1,0.9491908,0.0508092
pattern_1,13,82,252,#0D52FC,2,0.94926757,0.05073243
pattern_1,16,0,255,#1000FF,3552,0.93580137,0.06419863
pattern_1,16,4,255,#1004FF,93,0.93586279,0.06413721
pattern_1,16,24,255,#1018FF,1,0.93616989,0.06383011
pattern_1,16,28,255,#101CFF,1,0.93623131,0.06376869
pattern_1,16,36,255,#1024FF,8,0.93635415,0.06364585
pattern_1,16,52,255,#1034FF,14,0.93659982,0.06340018
pattern_1,16,54,252,#1036FC,1,0.93709118,0.06290882
pattern_1,16,66,252,#1042FC,4,0.93727543,0.06272457
pattern_1,16,69,255,#1045FF,6,0.93686085,0.06313915
pattern_1,16,70,252,#1046FC,3,0.93733685,0.06266315
pattern_1,16,73,252,#1049FC,1,0.93738292,0.06261708
pattern_1,16,77,255,#104DFF,21,0.93698369,0.06301631
pattern_1,16,78,255,#104EFF,6,0.93699905,0.06300095
pattern_1,16,79,252,#104FFC,1,0.93747505,0.06252495
pattern_1,16,81,252,#1051FC,2,0.93750576,0.06249424
pattern_1,16,82,252,#1052FC,1,0.93752111,0.06247889
pattern_1,16,83,249,#1053F9,3,0.93799711,0.06200289
pattern_1,16,85,249,#1055F9,3,0.93802782,0.06197218
pattern_1,19,0,255,#1300FF,19,0.92405491,0.07594509
pattern_1,20,0,255,#1400FF,16,0.92013942,0.07986058
pattern_1,21,77,252,#154DFC,1,0.9178669,0.0821331
pattern_1,21,79,252,#154FFC,1,0.91789761,0.08210239
pattern_1,22,0,252,#1600FC,4,0.91276909,0.08723091
pattern_1,22,0,255,#1600FF,40,0.91230845,0.08769155
pattern_1,22,85,252,#1655FC,3,0.91407426,0.08592574
pattern_1,22,86,252,#1656FC,2,0.91408961,0.08591039
pattern_1,24,0,252,#1800FC,15,0.90493812,0.09506188
pattern_1,24,0,255,#1800FF,1844,0.90447748,0.09552252
pattern_1,24,4,255,#1804FF,30,0.90453889,0.09546111
pattern_1,24,8,255,#1808FF,24,0.90460031,0.09539969
pattern_1,24,16,255,#1810FF,2,0.90472315,0.09527685
pattern_1,24,28,255,#181CFF,7,0.90490741,0.09509259
pattern_1,24,32,255,#1820FF,6,0.90496883,0.09503117
pattern_1,24,48,255,#1830FF,11,0.90521451,0.09478549
pattern_1,24,81,255,#1851FF,2,0.90572122,0.09427878
pattern_1,27,0,252,#1B00FC,6,0.89319166,0.10680834
pattern_1,27,0,255,#1B00FF,207,0.89273101,0.10726899
pattern_1,27,77,252,#1B4DFC,2,0.89437398,0.10562602
pattern_1,27,79,249,#1B4FF9,1,0.89486534,0.10513466
pattern_1,27,82,252,#1B52FC,1,0.89445075,0.10554925
pattern_1,27,85,249,#1B55F9,1,0.89495747,0.10504253
pattern_1,28,0,251,#1C00FB,2,0.88942972,0.11057028
pattern_1,28,0,255,#1C00FF,43,0.88881553,0.11118447
pattern_1,30,0,249,#1E00F9,2,0.88190585,0.11809415
pattern_1,30,0,255,#1E00FF,36,0.88098455,0.11901545
pattern_1,30,63,252,#1E3FFC,1,0.88241255,0.11758745
pattern_1,30,83,252,#1E53FC,4,0.88271965,0.11728035
pattern_1,32,0,170,#2000AA,1,0.8862052,0.1137948
pattern_1,32,0,255,#2000FF,16,0.87315358,0.12684642
pattern_1,32,77,252,#204DFC,3,0.87479655,0.12520345
pattern_1,33,0,239,#2100EF,5,0.87169486,0.12830514
pattern_1,33,0,247,#2100F7,5,0.87046649,0.12953351
pattern_1,33,0,249,#2100F9,3,0.87015939,0.12984061
pattern_1,33,0,255,#2100FF,1324,0.86923809,0.13076191
pattern_1,33,4,255,#2104FF,46,0.86929952,0.13070048
pattern_1,33,8,255,#2108FF,6,0.86936092,0.13063908
pattern_1,33,28,255,#211CFF,5,0.86966802,0.13033198
pattern_1,33,32,255,#2120FF,5,0.86972944,0.13027056
pattern_1,33,48,255,#2130FF,8,0.86997512,0.13002488
pattern_1,33,52,255,#2134FF,2,0.87003654,0.12996346
pattern_1,35,0,249,#2300F9,9,0.86232841,0.13767159
pattern_1,35,0,255,#2300FF,50,0.86140712,0.13859288
pattern_1,35,69,252,#2345FC,1,0.86292724,0.13707276
pattern_1,35,78,252,#234EFC,1,0.86306544,0.13693456
pattern_1,35,79,252,#234FFC,2,0.8630808,0.1369192
pattern_1,35,87,252,#2357FC,1,0.86320363,0.13679637
pattern_1,37,0,251,#2500FB,14,0.85419033,0.14580967
pattern_1,37,0,255,#2500FF,48,0.85357614,0.14642386
pattern_1,38,0,244,#2600F4,1,0.8513497,0.1486503
pattern_1,38,0,249,#2600F9,4,0.85058194,0.14941806
pattern_1,38,0,252,#2600FC,3,0.8501213,0.1498787
pattern_1,38,0,255,#2600FF,213,0.84966066,0.15033934
pattern_1,38,35,255,#2623FF,1,0.85019808,0.14980192
pattern_1,38,66,252,#2642FC,2,0.85113472,0.14886528
pattern_1,38,70,252,#2646FC,1,0.85119614,0.14880386
pattern_1,38,75,252,#264BFC,1,0.85127291,0.14872709
pattern_1,38,85,249,#2655F9,2,0.85188711,0.14811289
pattern_1,41,0,247,#2900F7,30,0.83914259,0.16085741
pattern_1,41,0,249,#2900F9,4,0.83883549,0.16116451
pattern_1,41,0,251,#2900FB,3,0.83852839,0.16147161
pattern_1,41,0,255,#2900FF,824,0.8379142,0.1620858
pattern_1,41,4,255,#2904FF,25,0.83797562,0.16202438
pattern_1,41,16,255,#2910FF,3,0.83815987,0.16184013
pattern_1,41,18,255,#2912FF,16,0.83819059,0.16180941
pattern_1,41,20,255,#2914FF,2,0.8382213,0.1617787
pattern_1,41,65,255,#2941FF,1,0.83891226,0.16108774
pattern_1,43,78,252,#2B4EFC,2,0.83174154,0.16825846
pattern_1,44,0,247,#2C00F7,9,0.82739612,0.17260388
pattern_1,44,0,249,#2C00F9,12,0.82708903,0.17291097
pattern_1,44,0,252,#2C00FC,2,0.82662839,0.17337161
pattern_1,44,0,255,#2C00FF,185,0.82616773,0.17383227
pattern_1,44,10,255,#2C0AFF,3,0.82632129,0.17367871
pattern_1,44,79,252,#2C4FFC,3,0.82784142,0.17215858
pattern_1,44,89,249,#2C59F9,2,0.82845561,0.17154439
pattern_1,45,0,255,#2D00FF,101,0.82225224,0.17774776
pattern_1,46,0,244,#2E00F4,2,0.8200258,0.1799742
pattern_1,46,0,247,#2E00F7,28,0.81956515,0.18043485
pattern_1,46,0,255,#2E00FF,134,0.81833677,0.18166323
pattern_1,46,2,255,#2E02FF,1,0.81836747,0.18163253
pattern_1,46,68,252,#2E44FC,3,0.81984153,0.18015847
pattern_1,46,85,252,#2E55FC,2,0.82010257,0.17989743
pattern_1,46,89,249,#2E59F9,1,0.82062463,0.17937537
pattern_1,49,0,239,#3100EF,2,0.80904707,0.19095293
pattern_1,49,0,241,#3100F1,3,0.80873998,0.19126002
pattern_1,49,0,247,#3100F7,65,0.8078187,0.1921813
pattern_1,49,0,249,#3100F9,9,0.8075116,0.1924884
pattern_1,49,0,252,#3100FC,2,0.80705094,0.19294906
pattern_1,49,0,255,#3100FF,879,0.8065903,0.1934097
pattern_1,49,4,255,#3104FF,35,0.80665173,0.19334827
pattern_1,49,28,255,#311CFF,1,0.80702023,0.19297977
pattern_1,49,32,255,#3120FF,9,0.80708165,0.19291835
pattern_1,49,52,255,#3134FF,16,0.80738875,0.19261125
pattern_1,49,56,255,#3138FF,7,0.80745018,0.19254982
pattern_1,49,83,249,#3153F9,2,0.80878605,0.19121395
pattern_1,51,0,247,#3300F7,13,0.79998772,0.20001228
pattern_1,52,0,238,#3400EE,8,0.79745416,0.20254584
pattern_1,52,0,244,#3400F4,5,0.79653287,0.20346713
pattern_1,52,0,249,#3400F9,8,0.79576513,0.20423487
pattern_1,52,0,255,#3400FF,150,0.79484384,0.20515616
pattern_1,52,10,255,#340AFF,1,0.79499739,0.20500261
pattern_1,52,79,252,#344FFC,2,0.79651752,0.20348248
pattern_1,53,0,247,#3500F7,5,0.79215674,0.20784326
pattern_1,53,0,255,#3500FF,64,0.79092835,0.20907165
pattern_1,54,0,249,#3600F9,12,0.78793415,0.21206585
pattern_1,54,0,255,#3600FF,105,0.78701286,0.21298714
pattern_1,54,85,249,#3655F9,1,0.78923932,0.21076068
pattern_1,55,0,227,#3700E3,4,0.78739674,0.21260326
pattern_1,55,0,230,#3700E6,9,0.78693609,0.21306391
pattern_1,55,0,233,#3700E9,6,0.78647545,0.21352455
pattern_1,55,0,236,#3700EC,10,0.7860148,0.2139852
pattern_1,55,0,247,#3700F7,22,0.78432576,0.21567424
pattern_1,55,0,255,#3700FF,185,0.78309739,0.21690261
pattern_1,55,43,255,#372BFF,3,0.78375764,0.21624236
pattern_1,55,83,252,#3753FC,2,0.78483248,0.21516752
pattern_1,57,0,227,#3900E3,25,0.77956577,0.22043423
pattern_1,57,0,230,#3900E6,22,0.77910511,0.22089489
pattern_1,57,0,233,#3900E9,16,0.77864447,0.22135553
pattern_1,57,0,236,#3900EC,11,0.77818383,0.22181617
pattern_1,57,0,244,#3900F4,1,0.77695544,0.22304456
pattern_1,57,0,247,#3900F7,57,0.7764948,0.2235052
pattern_1,57,0,249,#3900F9,10,0.7761877,0.2238123
pattern_1,57,0,251,#3900FB,1,0.7758806,0.2241194
pattern_1,57,0,252,#3900FC,18,0.77572705,0.22427295
pattern_1,57,0,255,#3900FF,991,0.77526641,0.22473359
pattern_1,57,4,255,#3904FF,15,0.77532783,0.22467217
pattern_1,57,48,255,#3930FF,16,0.77600344,0.22399656
pattern_1,57,81,255,#3951FF,1,0.77651015,0.22348985
pattern_1,60,0,230,#3C00E6,46,0.76735866,0.23264134
pattern_1,60,0,233,#3C00E9,72,0.76689801,0.23310199
pattern_1,60,0,236,#3C00EC,11,0.76643737,0.23356263
pattern_1,60,0,244,#3C00F4,17,0.76520897,0.23479103
pattern_1,60,0,247,#3C00F7,15,0.76474833,0.23525167
pattern_1,60,0,249,#3C00F9,5,0.76444124,0.23555876
pattern_1,60,0,252,#3C00FC,1,0.7639806,0.2360194
pattern_1,60,0,255,#3C00FF,114,0.76351994,0.23648006
pattern_1,60,12,255,#3C0CFF,2,0.76370421,0.23629579
pattern_1,60,48,255,#3C30FF,14,0.76425698,0.23574302
pattern_1,60,58,252,#3C3AFC,1,0.76487118,0.23512882
pattern_1,60,75,252,#3C4BFC,3,0.7651322,0.2348678
pattern_1,61,2,255,#3D02FF,3,0.75963517,0.24036483
pattern_1,62,0,255,#3E00FF,20,0.75568897,0.24431103
pattern_1,63,0,227,#3F00E3,18,0.75607285,0.24392715
pattern_1,63,0,230,#3F00E6,6,0.75561219,0.24438781
pattern_1,63,0,233,#3F00E9,40,0.75515155,0.24484845
pattern_1,63,0,236,#3F00EC,88,0.7546909,0.2453091
pattern_1,63,0,238,#3F00EE,34,0.7543838,0.2456162
pattern_1,63,0,241,#3F00F1,16,0.75392316,0.24607684
pattern_1,63,0,244,#3F00F4,6,0.75346252,0.24653748
pattern_1,63,0,247,#3F00F7,7,0.75300187,0.24699813
pattern_1,63,0,249,#3F00F9,8,0.75269477,0.24730523
pattern_1,63,0,252,#3F00FC,1,0.75223413,0.24776587
pattern_1,63,0,255,#3F00FF,167,0.75177349,0.24822651
pattern_1,63,5,255,#3F05FF,2,0.75185026,0.24814974
pattern_1,63,44,255,#3F2CFF,3,0.7524491,0.2475509
pattern_1,63,48,255,#3F30FF,1,0.75251052,0.24748948
pattern_1,65,0,230,#4100E6,40,0.74778122,0.25221878
pattern_1,65,0,233,#4100E9,9,0.74732059,0.25267941
pattern_1,65,0,236,#4100EC,10,0.74685994,0.25314006
pattern_1,65,0,244,#4100F4,8,0.74563155,0.25436845
pattern_1,65,1,255,#4101FF,10,0.74395788,0.25604212
pattern_1,65,58,252,#413AFC,3,0.74529374,0.25470626
pattern_1,66,0,198,#4200C6,1,0.7487793,0.2512207
pattern_1,66,0,234,#4200EA,1,0.74325153,0.25674847
pattern_1,66,0,236,#4200EC,42,0.74294445,0.25705555
pattern_1,66,0,238,#4200EE,66,0.74263734,0.25736266
pattern_1,66,0,241,#4200F1,3,0.74217671,0.25782329
pattern_1,66,0,244,#4200F4,16,0.74171606,0.25828394
pattern_1,66,0,247,#4200F7,110,0.7412554,0.2587446
pattern_1,66,0,252,#4200FC,9,0.74048766,0.25951234
pattern_1,66,0,255,#4200FF,733,0.74002701,0.25997299
pattern_1,66,4,255,#4204FF,14,0.74008843,0.25991157
pattern_1,66,8,255,#4208FF,10,0.74014986,0.25985014
pattern_1,66,32,255,#4220FF,1,0.74051839,0.25948161
pattern_1,66,40,255,#4228FF,1,0.74064121,0.25935879
pattern_1,66,69,255,#4245FF,5,0.74108651,0.25891349
pattern_1,66,70,252,#4246FC,3,0.74156252,0.25843748
pattern_1,68,0,161,#4400A1,6,0.7466296,0.2533704
pattern_1,68,0,227,#4400E3,16,0.73649541,0.26350459
pattern_1,68,0,230,#4400E6,3,0.73603475,0.26396525
pattern_1,68,0,233,#4400E9,29,0.73557413,0.26442587
pattern_1,68,0,236,#4400EC,9,0.73511347,0.26488653
pattern_1,68,0,238,#4400EE,95,0.73480639,0.26519361
pattern_1,68,0,241,#4400F1,76,0.73434573,0.26565427
pattern_1,68,0,244,#4400F4,16,0.73388508,0.26611492
pattern_1,68,0,247,#4400F7,12,0.73342443,0.26657557
pattern_1,68,0,249,#4400F9,5,0.73311734,0.26688266
pattern_1,68,0,252,#4400FC,3,0.73265669,0.26734331
pattern_1,68,0,255,#4400FF,145,0.73219606,0.26780394
pattern_1,68,12,255,#440CFF,1,0.7323803,0.2676197
pattern_1,68,16,255,#4410FF,1,0.73244172,0.26755828
pattern_1,68,35,252,#4423FC,1,0.73319411,0.26680589
pattern_1,68,70,255,#4446FF,3,0.73327088,0.26672912
pattern_1,68,89,249,#4459F9,1,0.73448393,0.26551607
pattern_1,70,0,255,#4600FF,11,0.72436509,0.27563491
pattern_1,71,0,230,#4700E6,26,0.72428831,0.27571169
pattern_1,71,0,233,#4700E9,9,0.72382766,0.27617234
pattern_1,71,0,236,#4700EC,21,0.72336701,0.27663299
pattern_1,71,0,238,#4700EE,17,0.72305992,0.27694008
pattern_1,71,0,241,#4700F1,134,0.72259927,0.27740073
pattern_1,71,0,244,#4700F4,82,0.72213861,0.27786139
pattern_1,71,0,247,#4700F7,10,0.72167799,0.27832201
pattern_1,71,0,249,#4700F9,9,0.72137088,0.27862912
pattern_1,71,0,252,#4700FC,29,0.72091022,0.27908978
pattern_1,71,0,255,#4700FF,354,0.7204496,0.2795504
pattern_1,71,10,255,#470AFF,2,0.72060314,0.27939686
pattern_1,71,14,255,#470EFF,2,0.72066456,0.27933544
pattern_1,71,16,255,#4710FF,1,0.72069526,0.27930474
pattern_1,71,20,255,#4714FF,1,0.72075668,0.27924332
pattern_1,71,41,255,#4729FF,9,0.72107914,0.27892086
pattern_1,71,48,255,#4730FF,4,0.72118661,0.27881339
pattern_1,71,62,252,#473EFC,5,0.72186223,0.27813777
pattern_1,71,69,252,#4745FC,7,0.72196972,0.27803028
pattern_1,71,75,249,#474BF9,7,0.7225225,0.2774775
pattern_1,71,83,249,#4753F9,2,0.72264534,0.27735466
pattern_1,71,86,249,#4756F9,1,0.72269139,0.27730861
pattern_1,73,0,227,#4900E3,1,0.71691796,0.28308204
pattern_1,73,0,230,#4900E6,4,0.71645734,0.28354266
pattern_1,73,0,243,#4900F3,9,0.71446121,0.28553879
pattern_1,74,0,227,#4A00E3,1,0.71300247,0.28699753
pattern_1,74,0,231,#4A00E7,2,0.71238831,0.28761169
pattern_1,74,0,238,#4A00EE,23,0.71131346,0.28868654
pattern_1,74,0,239,#4A00EF,16,0.71115991,0.28884009
pattern_1,74,0,241,#4A00F1,7,0.7108528,0.2891472
pattern_1,74,0,244,#4A00F4,113,0.71039218,0.28960782
pattern_1,74,0,247,#4A00F7,193,0.70993152,0.29006848
pattern_1,74,0,249,#4A00F9,18,0.70962441,0.29037559
pattern_1,74,0,252,#4A00FC,15,0.70916378,0.29083622
pattern_1,74,0,255,#4A00FF,776,0.70870313,0.29129687
pattern_1,74,4,255,#4A04FF,3,0.70876455,0.29123545
pattern_1,74,6,255,#4A06FF,1,0.70879525,0.29120475
pattern_1,74,16,255,#4A10FF,2,0.70894882,0.29105118
pattern_1,74,18,255,#4A12FF,1,0.70897952,0.29102048
pattern_1,74,53,252,#4A35FC,1,0.70997757,0.29002243
pattern_1,74,78,255,#4A4EFF,6,0.7099008,0.2900992
pattern_1,76,0,230,#4C00E6,8,0.70471087,0.29528913
pattern_1,76,0,236,#4C00EC,26,0.70378959,0.29621041
pattern_1,76,0,238,#4C00EE,4,0.70348248,0.29651752
pattern_1,76,0,241,#4C00F1,27,0.70302182,0.29697818
pattern_1,76,0,244,#4C00F4,11,0.7025612,0.2974388
pattern_1,76,0,249,#4C00F9,1,0.70179343,0.29820657
pattern_1,76,0,255,#4C00FF,142,0.70087215,0.29912785
pattern_1,77,0,227,#4D00E3,8,0.70125604,0.29874396
pattern_1,77,0,247,#4D00F7,160,0.69818506,0.30181494
pattern_1,77,0,249,#4D00F9,74,0.69787797,0.30212203
pattern_1,77,0,252,#4D00FC,40,0.69741732,0.30258268
pattern_1,77,0,255,#4D00FF,444,0.69695666,0.30304334
pattern_1,77,21,255,#4D15FF,2,0.69727913,0.30272087
pattern_1,77,31,255,#4D1FFF,2,0.69743267,0.30256733
pattern_1,77,32,255,#4D20FF,1,0.69744802,0.30255198
pattern_1,77,37,255,#4D25FF,2,0.69752479,0.30247521
pattern_1,78,0,222,#4E00DE,2,0.69810829,0.30189171
pattern_1,78,0,234,#4E00EA,12,0.6962657,0.3037343
pattern_1,78,0,243,#4E00F3,8,0.69488376,0.30511624
pattern_1,78,0,255,#4E00FF,46,0.69304118,0.30695882
pattern_1,79,0,227,#4F00E3,1,0.69342506,0.30657494
pattern_1,79,0,230,#4F00E6,1,0.6929644,0.3070356
pattern_1,79,0,233,#4F00E9,21,0.69250375,0.30749625
pattern_1,79,0,236,#4F00EC,9,0.69204313,0.30795687
pattern_1,79,0,238,#4F00EE,12,0.69173601,0.30826399
pattern_1,79,0,239,#4F00EF,19,0.69158247,0.30841753
pattern_1,79,0,241,#4F00F1,6,0.69127539,0.30872461
pattern_1,79,0,244,#4F00F4,71,0.69081473,0.30918527
pattern_1,79,0,247,#4F00F7,15,0.69035408,0.30964592
pattern_1,79,0,249,#4F00F9,226,0.690047,0.309953
pattern_1,79,0,252,#4F00FC,110,0.68958634,0.31041366
pattern_1,79,0,255,#4F00FF,706,0.68912569,0.31087431
pattern_1,79,10,255,#4F0AFF,1,0.68927923,0.31072077
pattern_1,79,13,255,#4F0DFF,3,0.6893253,0.3106747
pattern_1,79,16,255,#4F10FF,1,0.68937138,0.31062862
pattern_1,79,21,255,#4F15FF,3,0.68944815,0.31055185
pattern_1,79,29,255,#4F1DFF,2,0.68957099,0.31042901
pattern_1,79,32,255,#4F20FF,4,0.68961704,0.31038296
pattern_1,79,35,255,#4F23FF,1,0.68966311,0.31033689
pattern_1,79,75,255,#4F4BFF,5,0.69027731,0.30972269
pattern_1,79,83,249,#4F53F9,21,0.69132143,0.30867857
pattern_1,79,83,255,#4F53FF,2,0.69040015,0.30959985
pattern_1,82,0,227,#5200E3,1,0.68167859,0.31832141
pattern_1,82,0,230,#5200E6,8,0.68121794,0.31878206
pattern_1,82,0,231,#5200E7,5,0.6810644,0.3189356
pattern_1,82,0,233,#5200E9,6,0.68075731,0.31924269
pattern_1,82,0,236,#5200EC,2,0.68029666,0.31970334
pattern_1,82,0,239,#5200EF,163,0.679836,0.320164
pattern_1,82,0,241,#5200F1,18,0.67952892,0.32047108
pattern_1,82,0,244,#5200F4,8,0.67906827,0.32093173
pattern_1,82,0,247,#5200F7,75,0.67860761,0.32139239
pattern_1,82,0,249,#5200F9,29,0.67830053,0.32169947
pattern_1,82,0,252,#5200FC,304,0.67783988,0.32216012
pattern_1,82,0,255,#5200FF,3076,0.67737922,0.32262078
pattern_1,82,1,255,#5201FF,11,0.6773946,0.3226054
pattern_1,82,4,255,#5204FF,24,0.67744064,0.32255936
pattern_1,82,6,255,#5206FF,6,0.67747137,0.32252863
pattern_1,82,8,255,#5208FF,15,0.67750207,0.32249793
pattern_1,82,10,255,#520AFF,11,0.67753279,0.32246721
pattern_1,82,12,255,#520CFF,2,0.67756349,0.32243651
pattern_1,82,13,255,#520DFF,4,0.67757884,0.32242116
pattern_1,82,14,255,#520EFF,1,0.67759421,0.32240579
pattern_1,82,18,255,#5212FF,3,0.67765561,0.32234439
pattern_1,82,21,255,#5215FF,8,0.67770168,0.32229832
pattern_1,82,24,255,#5218FF,2,0.67774776,0.32225224
pattern_1,82,29,255,#521DFF,4,0.67782453,0.32217547
pattern_1,82,32,255,#5220FF,3,0.6778706,0.3221294
pattern_1,82,34,255,#5222FF,12,0.6779013,0.3220987
