pattern,source_r,source_g,source_b,source_hex,pixel_count,flank_weight,markings_weight
pattern_2,0,54,255,#0036FF,8,0.99927832,0.00072168
pattern_2,0,55,252,#0037FC,5,0.99975432,0.00024568
pattern_2,0,56,252,#0038FC,13,0.99976968,0.00023032
pattern_2,0,56,255,#0038FF,13,0.99930903,0.00069097
pattern_2,0,58,252,#003AFC,10,0.99980039,0.00019961
pattern_2,0,58,255,#003AFF,3,0.99933974,0.00066026
pattern_2,0,59,252,#003BFC,3,0.99981574,0.00018426
pattern_2,0,60,252,#003CFC,7,0.9998311,0.0001689
pattern_2,0,60,255,#003CFF,84,0.99937045,0.00062955
pattern_2,0,62,252,#003EFC,22,0.99986181,0.00013819
pattern_2,0,62,255,#003EFF,1,0.99940116,0.00059884
pattern_2,0,63,252,#003FFC,7,0.99987716,0.00012284
pattern_2,0,65,252,#0041FC,1,0.99990787,9.213e-05
pattern_2,0,65,255,#0041FF,124,0.99944723,0.00055277
pattern_2,0,66,252,#0042FC,7,0.99992323,7.677e-05
pattern_2,0,67,252,#0043FC,10,0.99993858,6.142e-05
pattern_2,0,67,255,#0043FF,3,0.99947794,0.00052206
pattern_2,0,69,252,#0045FC,19,0.99996929,3.071e-05
pattern_2,0,69,255,#0045FF,33,0.99950864,0.00049136
pattern_2,0,70,252,#0046FC,38,0.99998465,1.535e-05
pattern_2,0,71,252,#0047FC,18,1.0,0.0
pattern_2,0,71,255,#0047FF,35,0.99953935,0.00046065
pattern_2,0,73,255,#0049FF,65,0.99957006,0.00042994
pattern_2,0,74,255,#004AFF,25,0.99958542,0.00041458
pattern_2,0,77,255,#004DFF,24,0.99963148,0.00036852
pattern_2,0,78,255,#004EFF,7,0.99964684,0.00035316
pattern_2,0,79,255,#004FFF,1,0.99966219,0.00033781
pattern_2,0,81,255,#0051FF,36,0.9996929,0.0003071
pattern_2,0,83,255,#0053FF,8,0.99972361,0.00027639
pattern_2,0,85,255,#0055FF,109,0.99975432,0.00024568
pattern_2,5,82,249,#0552F9,1,0.98105211,0.01894789
pattern_2,5,82,252,#0552FC,4,0.98059147,0.01940853
pattern_2,5,85,249,#0555F9,2,0.98109818,0.01890182
pattern_2,8,0,181,#0800B5,1,0.97848785,0.02151215
pattern_2,8,0,247,#0800F7,11,0.96835365,0.03164635
pattern_2,8,0,255,#0800FF,8871,0.96712526,0.03287474
pattern_2,8,4,255,#0804FF,70,0.96718669,0.03281331
pattern_2,8,8,255,#0808FF,22,0.9672481,0.0327519
pattern_2,8,12,255,#080CFF,18,0.96730952,0.03269048
pattern_2,8,16,255,#0810FF,8,0.96737094,0.03262906
pattern_2,8,20,255,#0814FF,21,0.96743236,0.03256764
pattern_2,8,24,255,#0818FF,7,0.96749378,0.03250622
pattern_2,8,28,255,#081CFF,14,0.9675552,0.0324448
pattern_2,8,32,255,#0820FF,10,0.96761662,0.03238338
pattern_2,8,36,255,#0824FF,28,0.96767804,0.03232196
pattern_2,8,40,222,#0828DE,6,0.97280656,0.02719344
pattern_2,8,40,255,#0828FF,8,0.96773946,0.03226054
pattern_2,8,48,255,#0830FF,2,0.9678623,0.0321377
pattern_2,8,56,255,#0838FF,26,0.96798514,0.03201486
pattern_2,8,60,255,#083CFF,5,0.96804656,0.03195344
pattern_2,8,69,255,#0845FF,10,0.96818475,0.03181525
pattern_2,8,81,247,#0851F7,10,0.9695974,0.0304026
pattern_2,10,82,247,#0A52F7,1,0.96178178,0.03821822
pattern_2,10,85,249,#0A55F9,1,0.96152074,0.03847926
pattern_2,11,0,255,#0B00FF,5,0.9553788,0.0446212
pattern_2,13,0,255,#0D00FF,6,0.94754783,0.05245217
pattern_2,13,1,255,#0D01FF,12,0.94756319,0.05243681
pattern_2,16,0,214,#1000D6,1,0.94209686,0.05790314
pattern_2,16,0,222,#1000DE,8,0.94086847,0.05913153
pattern_2,16,0,247,#1000F7,41,0.93702976,0.06297024
pattern_2,16,0,255,#1000FF,2547,0.93580137,0.06419863
pattern_2,16,4,255,#1004FF,12,0.93586279,0.06413721
pattern_2,16,32,255,#1020FF,4,0.93629272,0.06370728
pattern_2,16,56,255,#1038FF,4,0.93666124,0.06333876
pattern_2,16,60,255,#103CFF,17,0.93672266,0.06327734
pattern_2,16,63,252,#103FFC,2,0.93722937,0.06277063
pattern_2,16,73,251,#1049FB,1,0.93753647,0.06246353
pattern_2,16,81,255,#1051FF,3,0.93704511,0.06295489
pattern_2,16,83,249,#1053F9,3,0.93799711,0.06200289
pattern_2,16,85,249,#1055F9,3,0.93802782,0.06197218
pattern_2,16,87,249,#1057F9,1,0.93805853,0.06194147
pattern_2,19,0,252,#1300FC,6,0.92451555,0.07548445
pattern_2,19,0,255,#1300FF,21,0.92405491,0.07594509
pattern_2,20,0,255,#1400FF,9,0.92013942,0.07986058
pattern_2,22,0,252,#1600FC,8,0.91276909,0.08723091
pattern_2,22,0,255,#1600FF,26,0.91230845,0.08769155
pattern_2,22,85,252,#1655FC,3,0.91407426,0.08592574
pattern_2,24,0,214,#1800D6,2,0.91077296,0.08922704
pattern_2,24,0,247,#1800F7,40,0.90570586,0.09429414
pattern_2,24,0,252,#1800FC,3,0.90493812,0.09506188
pattern_2,24,0,255,#1800FF,1362,0.90447748,0.09552252
pattern_2,24,4,255,#1804FF,32,0.90453889,0.09546111
pattern_2,24,16,255,#1810FF,8,0.90472315,0.09527685
pattern_2,24,32,255,#1820FF,10,0.90496883,0.09503117
pattern_2,24,36,255,#1824FF,16,0.90503025,0.09496975
pattern_2,24,40,255,#1828FF,1,0.90509167,0.09490833
pattern_2,24,81,255,#1851FF,6,0.90572122,0.09427878
pattern_2,24,85,247,#1855F7,5,0.90701102,0.09298898
pattern_2,27,0,255,#1B00FF,24,0.89273101,0.10726899
pattern_2,27,71,252,#1B47FC,1,0.89428186,0.10571814
pattern_2,27,81,252,#1B51FC,1,0.89443541,0.10556459
pattern_2,27,87,252,#1B57FC,1,0.89452753,0.10547247
pattern_2,28,0,255,#1C00FF,3,0.88881553,0.11118447
pattern_2,30,0,170,#1E00AA,1,0.89403617,0.10596383
pattern_2,30,0,249,#1E00F9,2,0.88190585,0.11809415
pattern_2,30,0,255,#1E00FF,65,0.88098455,0.11901545
pattern_2,32,0,255,#2000FF,12,0.87315358,0.12684642
pattern_2,32,83,239,#2053EF,1,0.87688481,0.12311519
pattern_2,33,0,170,#2100AA,6,0.88228972,0.11771028
pattern_2,33,0,214,#2100D6,6,0.87553358,0.12446642
pattern_2,33,0,247,#2100F7,19,0.87046649,0.12953351
pattern_2,33,0,255,#2100FF,819,0.86923809,0.13076191
pattern_2,33,4,255,#2104FF,7,0.86929952,0.13070048
pattern_2,33,8,255,#2108FF,9,0.86936092,0.13063908
pattern_2,33,12,255,#210CFF,2,0.86942235,0.13057765
pattern_2,35,0,252,#2300FC,3,0.86186777,0.13813223
pattern_2,35,0,255,#2300FF,48,0.86140712,0.13859288
pattern_2,37,0,255,#2500FF,28,0.85357614,0.14642386
pattern_2,38,0,249,#2600F9,4,0.85058194,0.14941806
pattern_2,38,0,255,#2600FF,99,0.84966066,0.15033934
pattern_2,38,85,249,#2655F9,1,0.85188711,0.14811289
pattern_2,38,87,249,#2657F9,4,0.85191782,0.14808218
pattern_2,41,0,247,#2900F7,21,0.83914259,0.16085741
pattern_2,41,0,251,#2900FB,17,0.83852839,0.16147161
pattern_2,41,0,255,#2900FF,651,0.8379142,0.1620858
pattern_2,41,1,255,#2901FF,7,0.83792955,0.16207045
pattern_2,41,4,247,#2904F7,7,0.839204,0.160796
pattern_2,41,4,255,#2904FF,39,0.83797562,0.16202438
pattern_2,41,36,255,#2924FF,3,0.83846697,0.16153303
pattern_2,41,44,255,#292CFF,1,0.83858982,0.16141018
pattern_2,41,48,255,#2930FF,7,0.83865122,0.16134878
pattern_2,41,70,252,#2946FC,1,0.83944969,0.16055031
pattern_2,41,73,255,#2949FF,1,0.83903509,0.16096491
pattern_2,41,74,252,#294AFC,1,0.8395111,0.1604889
pattern_2,41,81,255,#2951FF,2,0.83915794,0.16084206
pattern_2,44,0,247,#2C00F7,5,0.82739612,0.17260388
pattern_2,44,0,249,#2C00F9,14,0.82708903,0.17291097
pattern_2,44,0,255,#2C00FF,158,0.82616773,0.17383227
pattern_2,44,83,249,#2C53F9,2,0.82836348,0.17163652
pattern_2,44,85,249,#2C55F9,1,0.82839419,0.17160581
pattern_2,45,0,255,#2D00FF,26,0.82225224,0.17774776
pattern_2,46,0,252,#2E00FC,3,0.81879741,0.18120259
pattern_2,46,0,255,#2E00FF,60,0.81833677,0.18166323
pattern_2,49,0,238,#3100EE,1,0.80920063,0.19079937
pattern_2,49,0,239,#3100EF,30,0.80904707,0.19095293
pattern_2,49,0,247,#3100F7,4,0.8078187,0.1921813
pattern_2,49,0,249,#3100F9,51,0.8075116,0.1924884
pattern_2,49,0,255,#3100FF,603,0.8065903,0.1934097
pattern_2,49,8,255,#3108FF,8,0.80671313,0.19328687
pattern_2,49,16,255,#3110FF,7,0.80683598,0.19316402
pattern_2,49,85,255,#3155FF,3,0.80789547,0.19210453
pattern_2,52,0,238,#3400EE,3,0.79745416,0.20254584
pattern_2,52,0,241,#3400F1,5,0.79699352,0.20300648
pattern_2,52,0,247,#3400F7,9,0.79607223,0.20392777
pattern_2,52,0,255,#3400FF,31,0.79484384,0.20515616
pattern_2,52,28,247,#341CF7,2,0.79650216,0.20349784
pattern_2,52,59,255,#343BFF,5,0.79574978,0.20425022
pattern_2,53,0,255,#3500FF,21,0.79092835,0.20907165
pattern_2,54,0,249,#3600F9,8,0.78793415,0.21206585
pattern_2,54,0,255,#3600FF,13,0.78701286,0.21298714
pattern_2,55,0,230,#3700E6,1,0.78693609,0.21306391
pattern_2,55,0,238,#3700EE,2,0.78570771,0.21429229
pattern_2,55,0,247,#3700F7,1,0.78432576,0.21567424
pattern_2,55,0,249,#3700F9,1,0.78401867,0.21598133
pattern_2,55,0,252,#3700FC,7,0.78355803,0.21644197
pattern_2,55,0,255,#3700FF,129,0.78309739,0.21690261
pattern_2,57,0,227,#3900E3,30,0.77956577,0.22043423
pattern_2,57,0,230,#3900E6,2,0.77910511,0.22089489
pattern_2,57,0,231,#3900E7,11,0.77895157,0.22104843
pattern_2,57,0,233,#3900E9,16,0.77864447,0.22135553
pattern_2,57,0,238,#3900EE,8,0.77787673,0.22212327
pattern_2,57,0,239,#3900EF,3,0.77772318,0.22227682
pattern_2,57,0,241,#3900F1,2,0.77741608,0.22258392
pattern_2,57,0,247,#3900F7,85,0.7764948,0.2235052
pattern_2,57,0,252,#3900FC,16,0.77572705,0.22427295
pattern_2,57,0,255,#3900FF,634,0.77526641,0.22473359
pattern_2,57,1,255,#3901FF,64,0.77528176,0.22471824
pattern_2,57,4,255,#3904FF,1,0.77532783,0.22467217
pattern_2,57,8,255,#3908FF,8,0.77538924,0.22461076
pattern_2,57,21,230,#3915E6,2,0.77942757,0.22057243
pattern_2,57,29,230,#391DE6,1,0.7795504,0.2204496
pattern_2,60,0,230,#3C00E6,31,0.76735866,0.23264134
pattern_2,60,0,233,#3C00E9,18,0.76689801,0.23310199
pattern_2,60,0,238,#3C00EE,2,0.76613027,0.23386973
pattern_2,60,0,241,#3C00F1,1,0.76566963,0.23433037
pattern_2,60,0,244,#3C00F4,6,0.76520897,0.23479103
pattern_2,60,0,247,#3C00F7,5,0.76474833,0.23525167
pattern_2,60,0,255,#3C00FF,138,0.76351994,0.23648006
pattern_2,60,58,252,#3C3AFC,1,0.76487118,0.23512882
pattern_2,61,0,255,#3D00FF,11,0.75960445,0.24039555
pattern_2,63,0,227,#3F00E3,22,0.75607285,0.24392715
pattern_2,63,0,230,#3F00E6,3,0.75561219,0.24438781
pattern_2,63,0,233,#3F00E9,65,0.75515155,0.24484845
pattern_2,63,0,236,#3F00EC,61,0.7546909,0.2453091
pattern_2,63,0,238,#3F00EE,3,0.7543838,0.2456162
pattern_2,63,0,247,#3F00F7,4,0.75300187,0.24699813
pattern_2,63,0,255,#3F00FF,81,0.75177349,0.24822651
pattern_2,63,10,255,#3F0AFF,2,0.75192703,0.24807297
pattern_2,63,57,252,#3F39FC,1,0.75310935,0.24689065
pattern_2,65,0,230,#4100E6,6,0.74778122,0.25221878
pattern_2,65,0,233,#4100E9,6,0.74732059,0.25267941
pattern_2,65,0,255,#4100FF,1,0.7439425,0.2560575
pattern_2,65,58,252,#413AFC,3,0.74529374,0.25470626
pattern_2,66,0,236,#4200EC,85,0.74294445,0.25705555
pattern_2,66,0,238,#4200EE,40,0.74263734,0.25736266
pattern_2,66,0,241,#4200F1,16,0.74217671,0.25782329
pattern_2,66,0,247,#4200F7,43,0.7412554,0.2587446
pattern_2,66,0,249,#4200F9,2,0.74094832,0.25905168
pattern_2,66,0,252,#4200FC,5,0.74048766,0.25951234
pattern_2,66,0,255,#4200FF,574,0.74002701,0.25997299
pattern_2,66,4,255,#4204FF,9,0.74008843,0.25991157
pattern_2,66,12,255,#420CFF,1,0.74021128,0.25978872
pattern_2,66,28,255,#421CFF,1,0.74045697,0.25954303
pattern_2,68,0,205,#4400CD,5,0.73987347,0.26012653
pattern_2,68,0,233,#4400E9,42,0.73557413,0.26442587
pattern_2,68,0,236,#4400EC,10,0.73511347,0.26488653
pattern_2,68,0,238,#4400EE,152,0.73480639,0.26519361
pattern_2,68,0,241,#4400F1,33,0.73434573,0.26565427
pattern_2,68,0,244,#4400F4,20,0.73388508,0.26611492
pattern_2,68,0,247,#4400F7,5,0.73342443,0.26657557
pattern_2,68,0,249,#4400F9,9,0.73311734,0.26688266
pattern_2,68,0,255,#4400FF,103,0.73219606,0.26780394
pattern_2,68,16,255,#4410FF,1,0.73244172,0.26755828
pattern_2,68,83,249,#4453F9,13,0.73439181,0.26560819
pattern_2,68,85,252,#4455FC,1,0.73396185,0.26603815
pattern_2,70,0,251,#4600FB,12,0.72497928,0.27502072
pattern_2,70,0,255,#4600FF,4,0.72436509,0.27563491
pattern_2,71,0,186,#4700BA,5,0.73104444,0.26895556
pattern_2,71,0,194,#4700C2,10,0.72981605,0.27018395
pattern_2,71,0,230,#4700E6,10,0.72428831,0.27571169
pattern_2,71,0,233,#4700E9,10,0.72382766,0.27617234
pattern_2,71,0,236,#4700EC,17,0.72336701,0.27663299
pattern_2,71,0,238,#4700EE,6,0.72305992,0.27694008
pattern_2,71,0,241,#4700F1,94,0.72259927,0.27740073
pattern_2,71,0,244,#4700F4,89,0.72213861,0.27786139
pattern_2,71,0,247,#4700F7,36,0.72167799,0.27832201
pattern_2,71,0,249,#4700F9,15,0.72137088,0.27862912
pattern_2,71,0,252,#4700FC,13,0.72091022,0.27908978
pattern_2,71,0,255,#4700FF,215,0.7204496,0.2795504
pattern_2,71,24,255,#4718FF,3,0.7208181,0.2791819
pattern_2,71,62,252,#473EFC,5,0.72186223,0.27813777
pattern_2,71,65,252,#4741FC,6,0.7219083,0.2780917
pattern_2,73,0,227,#4900E3,4,0.71691796,0.28308204
pattern_2,73,0,230,#4900E6,6,0.71645734,0.28354266
pattern_2,73,0,233,#4900E9,9,0.71599668,0.28400332
pattern_2,73,0,249,#4900F9,36,0.7135399,0.2864601
pattern_2,73,0,255,#4900FF,5,0.71261862,0.28738138
pattern_2,74,0,214,#4A00D6,1,0.71499863,0.28500137
pattern_2,74,0,238,#4A00EE,21,0.71131346,0.28868654
pattern_2,74,0,239,#4A00EF,13,0.71115991,0.28884009
pattern_2,74,0,241,#4A00F1,5,0.7108528,0.2891472
pattern_2,74,0,244,#4A00F4,273,0.71039218,0.28960782
pattern_2,74,0,247,#4A00F7,160,0.70993152,0.29006848
pattern_2,74,0,249,#4A00F9,18,0.70962441,0.29037559
pattern_2,74,0,255,#4A00FF,525,0.70870313,0.29129687
pattern_2,74,14,255,#4A0EFF,3,0.70891809,0.29108191
pattern_2,74,16,255,#4A10FF,2,0.70894882,0.29105118
pattern_2,74,20,255,#4A14FF,3,0.70901021,0.29098979
pattern_2,74,24,244,#4A18F4,1,0.71076068,0.28923932
pattern_2,74,53,252,#4A35FC,1,0.70997757,0.29002243
pattern_2,76,0,236,#4C00EC,4,0.70378959,0.29621041
pattern_2,76,0,238,#4C00EE,5,0.70348248,0.29651752
pattern_2,76,0,241,#4C00F1,57,0.70302182,0.29697818
pattern_2,76,0,244,#4C00F4,45,0.7025612,0.2974388
pattern_2,76,0,255,#4C00FF,68,0.70087215,0.29912785
pattern_2,77,0,167,#4D00A7,2,0.71046895,0.28953105
pattern_2,77,0,222,#4D00DE,6,0.70202377,0.29797623
pattern_2,77,0,247,#4D00F7,223,0.69818506,0.30181494
pattern_2,77,0,249,#4D00F9,51,0.69787797,0.30212203
pattern_2,77,0,252,#4D00FC,15,0.69741732,0.30258268
pattern_2,77,0,255,#4D00FF,218,0.69695666,0.30304334
pattern_2,77,2,249,#4D02F9,12,0.69790867,0.30209133
pattern_2,77,10,255,#4D0AFF,1,0.69711021,0.30288979
pattern_2,77,13,255,#4D0DFF,1,0.69715628,0.30284372
pattern_2,77,21,255,#4D15FF,1,0.69727913,0.30272087
pattern_2,78,0,243,#4E00F3,24,0.69488376,0.30511624
pattern_2,78,77,251,#4E4DFB,6,0.69483769,0.30516231
pattern_2,79,0,227,#4F00E3,13,0.69342506,0.30657494
pattern_2,79,0,233,#4F00E9,6,0.69250375,0.30749625
pattern_2,79,0,238,#4F00EE,7,0.69173601,0.30826399
pattern_2,79,0,241,#4F00F1,68,0.69127539,0.30872461
pattern_2,79,0,244,#4F00F4,44,0.69081473,0.30918527
pattern_2,79,0,249,#4F00F9,317,0.690047,0.309953
pattern_2,79,0,252,#4F00FC,43,0.68958634,0.31041366
pattern_2,79,0,255,#4F00FF,619,0.68912569,0.31087431
pattern_2,79,2,255,#4F02FF,12,0.68915641,0.31084359
pattern_2,79,10,255,#4F0AFF,2,0.68927923,0.31072077
pattern_2,79,12,255,#4F0CFF,1,0.68930995,0.31069005
pattern_2,79,17,255,#4F11FF,4,0.68938673,0.31061327
pattern_2,79,32,255,#4F20FF,1,0.68961704,0.31038296
pattern_2,79,56,255,#4F38FF,3,0.68998557,0.31001443
pattern_2,79,75,211,#4F4BD3,5,0.69703344,0.30296656
pattern_2,82,0,195,#5200C3,4,0.68659213,0.31340787
pattern_2,82,0,214,#5200D6,2,0.68367472,0.31632528
pattern_2,82,0,236,#5200EC,6,0.68029666,0.31970334
pattern_2,82,0,238,#5200EE,4,0.67998955,0.32001045
pattern_2,82,0,239,#5200EF,64,0.679836,0.320164
pattern_2,82,0,241,#5200F1,31,0.67952892,0.32047108
pattern_2,82,0,244,#5200F4,5,0.67906827,0.32093173
pattern_2,82,0,247,#5200F7,117,0.67860761,0.32139239
pattern_2,82,0,249,#5200F9,16,0.67830053,0.32169947
pattern_2,82,0,252,#5200FC,202,0.67783988,0.32216012
pattern_2,82,0,255,#5200FF,1857,0.67737922,0.32262078
pattern_2,82,1,255,#5201FF,11,0.6773946,0.3226054
pattern_2,82,2,255,#5202FF,21,0.67740995,0.32259005
pattern_2,82,4,255,#5204FF,16,0.67744064,0.32255936
pattern_2,82,6,255,#5206FF,2,0.67747137,0.32252863
pattern_2,82,8,255,#5208FF,13,0.67750207,0.32249793
pattern_2,82,10,255,#520AFF,3,0.67753279,0.32246721
pattern_2,82,12,255,#520CFF,3,0.67756349,0.32243651
pattern_2,82,16,255,#5210FF,4,0.67762491,0.32237509
pattern_2,82,24,255,#5218FF,5,0.67774776,0.32225224
pattern_2,82,26,255,#521AFF,1,0.67777845,0.32222155
pattern_2,82,29,255,#521DFF,2,0.67782453,0.32217547
pattern_2,82,33,255,#5221FF,2,0.67788595,0.32211405
pattern_2,82,43,255,#522BFF,3,0.67803949,0.32196051
pattern_2,82,55,255,#5237FF,1,0.67822376,0.32177624
pattern_2,82,67,255,#5243FF,2,0.678408,0.321592
pattern_2,84,0,238,#5400EE,1,0.6721586,0.3278414
pattern_2,84,0,241,#5400F1,4,0.67169794,0.32830206
pattern_2,84,0,244,#5400F4,26,0.67123729,0.32876271
pattern_2,84,0,247,#5400F7,3,0.67077664,0.32922336
pattern_2,84,0,255,#5400FF,14,0.66954827,0.33045173
pattern_2,85,0,219,#5500DB,1,0.67116052,0.32883948
pattern_2,85,0,233,#5500E9,2,0.66901085,0.33098915
pattern_2,85,0,236,#5500EC,3,0.66855019,0.33144981
pattern_2,85,0,247,#5500F7,10,0.66686115,0.33313885
pattern_2,85,0,249,#5500F9,59,0.66655406,0.33344594
pattern_2,85,0,252,#5500FC,1,0.66609341,0.33390659
pattern_2,85,0,255,#5500FF,4203,0.66563278,0.33436722
pattern_2,85,5,255,#5505FF,2,0.66570956,0.33429044
pattern_2,85,9,255,#5509FF,3,0.66577098,0.33422902
pattern_2,85,10,255,#550AFF,6,0.66578633,0.33421367
pattern_2,85,13,255,#550DFF,12,0.6658324,0.3341676
pattern_2,85,16,255,#5510FF,13,0.66587844,0.33412156
pattern_2,85,17,255,#5511FF,1,0.66589379,0.33410621
pattern_2,85,18,255,#5512FF,4,0.66590917,0.33409083
pattern_2,85,20,255,#5514FF,1,0.66593987,0.33406013
pattern_2,85,21,255,#5515FF,2,0.66595522,0.33404478
pattern_2,85,24,255,#5518FF,1,0.66600129,0.33399871
pattern_2,85,25,255,#5519FF,4,0.66601664,0.33398336
pattern_2,85,26,255,#551AFF,2,0.66603199,0.33396801
pattern_2,85,28,255,#551CFF,1,0.66606271,0.33393729
pattern_2,85,30,255,#551EFF,2,0.66609341,0.33390659
pattern_2,85,31,255,#551FFF,2,0.66610879,0.33389121
pattern_2,85,32,255,#5520FF,2,0.66612414,0.33387586
pattern_2,85,40,255,#5528FF,1,0.66624698,0.33375302
pattern_2,85,48,255,#5530FF,3,0.6663698,0.3336302
pattern_2,85,50,255,#5532FF,1,0.66640052,0.33359948
pattern_2,85,51,255,#5533FF,2,0.66641587,0.33358413
pattern_2,85,54,249,#5536F9,2,0.66738322,0.33261678
pattern_2,85,54,255,#5536FF,1,0.66646194,0.33353806
pattern_2,85,56,249,#5538F9,2,0.66741395,0.33258605
pattern_2,85,59,249,#553BF9,2,0.66745999,0.33254001
pattern_2,85,67,255,#5543FF,2,0.66666156,0.33333844
pattern_2,86,0,214,#5600D6,7,0.66801277,0.33198723
pattern_2,86,87,247,#5657F7,5,0.66428155,0.33571845
pattern_2,87,0,203,#5700CB,1,0.66578633,0.33421367
pattern_2,87,0,241,#5700F1,8,0.65995148,0.34004852
pattern_2,87,0,247,#5700F7,23,0.6590302,0.3409698
pattern_2,87,0,249,#5700F9,5,0.65872309,0.34127691
pattern_2,87,0,252,#5700FC,45,0.65826243,0.34173757
pattern_2,87,0,255,#5700FF,259,0.65780181,0.34219819
pattern_2,87,12,255,#570CFF,2,0.65798604,0.34201396
pattern_2,87,21,255,#5715FF,3,0.65812424,0.34187576
pattern_2,88,0,186,#5800BA,7,0.66448116,0.33551884
pattern_2,88,0,236,#5800EC,2,0.65680373,0.34319627
pattern_2,88,0,239,#5800EF,1,0.6563431,0.3436569
pattern_2,88,0,255,#5800FF,133,0.65388632,0.34611368
pattern_2,88,74,249,#584AF9,7,0.65594387,0.34405613
pattern_2,88,79,211,#584FD3,4,0.66185549,0.33814451
pattern_2,88,79,219,#584FDB,3,0.6606271,0.3393729
pattern_2,88,83,249,#5853F9,3,0.65608206,0.34391794
pattern_2,90,0,214,#5A00D6,2,0.65235081,0.34764919
pattern_2,90,0,218,#5A00DA,16,0.65173665,0.34826335
pattern_2,90,0,231,#5A00E7,1,0.64974052,0.35025948
pattern_2,90,0,238,#5A00EE,5,0.64866567,0.35133433
pattern_2,90,0,239,#5A00EF,3,0.64851213,0.35148787
pattern_2,90,0,241,#5A00F1,2,0.64820501,0.35179499
pattern_2,90,0,244,#5A00F4,2,0.64774436,0.35225564
pattern_2,90,0,247,#5A00F7,33,0.64728373,0.35271627
pattern_2,90,0,249,#5A00F9,21,0.64697662,0.35302338
pattern_2,90,0,255,#5A00FF,1768,0.64605534,0.35394466
pattern_2,90,4,255,#5A04FF,1,0.64611676,0.35388324
pattern_2,90,14,255,#5A0EFF,1,0.6462703,0.3537297
pattern_2,90,16,255,#5A10FF,1,0.64630103,0.35369897
pattern_2,90,20,255,#5A14FF,2,0.64636242,0.35363758
pattern_2,90,21,255,#5A15FF,1,0.6463778,0.3536222
pattern_2,90,24,255,#5A18FF,5,0.64642385,0.35357615
pattern_2,90,28,255,#5A1CFF,7,0.64648527,0.35351473
pattern_2,90,33,255,#5A21FF,2,0.64656204,0.35343796
pattern_2,90,37,255,#5A25FF,5,0.64662346,0.35337654
pattern_2,90,40,255,#5A28FF,14,0.64666954,0.35333046
pattern_2,90,47,255,#5A2FFF,2,0.646777,0.353223
pattern_2,90,49,255,#5A31FF,2,0.64680773,0.35319227
pattern_2,90,60,252,#5A3CFC,1,0.64743727,0.35256273
pattern_2,90,69,255,#5A45FF,4,0.64711481,0.35288519
pattern_2,93,0,230,#5D00E6,3,0.63814759,0.36185241
pattern_2,93,0,238,#5D00EE,6,0.6369192,0.3630808
pattern_2,93,0,241,#5D00F1,3,0.63645855,0.36354145
pattern_2,93,0,247,#5D00F7,14,0.63553727,0.36446273
pattern_2,93,0,249,#5D00F9,3,0.63523018,0.36476982
pattern_2,93,0,252,#5D00FC,9,0.63476953,0.36523047
pattern_2,93,0,255,#5D00FF,107,0.63430887,0.36569113
pattern_2,93,4,255,#5D04FF,2,0.6343703,0.3656297
pattern_2,93,34,255,#5D22FF,2,0.63483095,0.36516905
pattern_2,93,41,175,#5D29AF,4,0.64722231,0.35277769
pattern_2,93,64,255,#5D40FF,1,0.63529158,0.36470842
pattern_2,93,74,252,#5D4AFC,4,0.63590577,0.36409423
pattern_2,93,83,249,#5D53F9,1,0.63650462,0.36349538
pattern_2,94,0,218,#5E00DA,2,0.63607469,0.36392531
pattern_2,94,0,222,#5E00DE,18,0.6354605,0.3645395
pattern_2,94,0,234,#5E00EA,4,0.63361791,0.36638209
pattern_2,94,0,243,#5E00F3,3,0.63223597,0.36776403
pattern_2,94,0,255,#5E00FF,15,0.63039339,0.36960661
pattern_2,95,0,222,#5F00DE,1,0.63154501,0.36845499
pattern_2,95,0,227,#5F00E3,9,0.63077727,0.36922273
pattern_2,95,0,249,#5F00F9,4,0.62739921,0.37260079
pattern_2,95,0,252,#5F00FC,3,0.62693855,0.37306145
pattern_2,95,0,255,#5F00FF,582,0.6264779,0.3735221
pattern_2,95,40,255,#5F28FF,3,0.62709209,0.37290791
pattern_2,95,66,255,#5F42FF,4,0.62749133,0.37250867
pattern_2,96,0,236,#6000EC,3,0.62547985,0.37452015
pattern_2,96,0,239,#6000EF,3,0.62501919,0.37498081
pattern_2,96,0,241,#6000F1,1,0.62471211,0.37528789
pattern_2,96,0,244,#6000F4,3,0.62425146,0.37574854
pattern_2,96,0,255,#6000FF,5,0.62256241,0.37743759
pattern_2,96,87,249,#6057F9,1,0.62481958,0.37518042
pattern_2,98,0,172,#6200AC,4,0.62747598,0.37252402
pattern_2,98,0,236,#6200EC,6,0.61764887,0.38235113
pattern_2,98,0,239,#6200EF,2,0.61718822,0.38281178
pattern_2,98,0,244,#6200F4,2,0.61642048,0.38357952
pattern_2,98,0,252,#6200FC,17,0.61519209,0.38480791
pattern_2,98,0,255,#6200FF,116,0.61473143,0.38526857
pattern_2,98,18,255,#6212FF,2,0.61500782,0.38499218
pattern_2,98,62,252,#623EFC,6,0.61614409,0.38385591
pattern_2,98,70,252,#6246FC,5,0.61626694,0.38373306
pattern_2,99,0,214,#6300D6,8,0.61711144,0.38288856
pattern_2,99,0,226,#6300E2,13,0.61526886,0.38473114
pattern_2,99,0,230,#6300E6,3,0.61465466,0.38534534
pattern_2,99,0,231,#6300E7,4,0.61450112,0.38549888
